"","sciname","Genus","Species","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
"437","Sebastapistes cyanostigma","Sebastapistes","cyanostigma",1602,"(Bleeker, 1856)","Yellowspotted scorpionfish","Secya_u5.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,2,30,30874,2,15,37816,NA,NA,NA,NA,25.03,10,"TL",NA,NA,48635,6.4,"SL",NA,NA,37816,NA,NA,NA,"SECYA_U1",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",2334,"no special ability",NA,NA,-1,"Found in reef crests with rich coral growth (Ref. 48635).  Typically found among the branches of <i>Pocillopora</i> corals in surge areas of seaward reefs (Ref.  1602).  Also observed between the branches of the fire coral <i>Millepora</i> and <i>Styllophora</i> (Eran Brokovich, pers. comm. 03/02). Solitary or in small groups (Ref 90102).",NA,0.501,0,14,"1992-06-12T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",14,"1994-08-31T00:00:00.000Z",NA,5811
"438","Sebastapistes fowleri","Sebastapistes","fowleri",48236,"(Pietschmann, 1934)","Pigmy scorpionfish","Sefow_u0.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,2,61,48236,NA,NA,NA,NA,NA,NA,NA,13.37,4.7,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",1602,"no special ability",NA,NA,-1,"Found in areas with rubble or mixed sand and rubble, within or near coral reefs (Ref. 48236, 58302).  Benthic (Ref. 58302). Feeds on small fishes (Ref. 89972). Venomous spines (Ref. 1602). Solitary (Ref 90102).",NA,0.501,0,14,"1992-06-12T00:00:00.000Z",2291,"2014-10-10T00:00:00.000Z",14,"1994-08-31T00:00:00.000Z",NA,5821
"439","Sebastapistes mauritiana","Sebastapistes","mauritiana",1602,"(Cuvier, 1829)","Spineblotch scorpionfish","Semau_u0.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,0,10,30874,0,5,90102,NA,NA,NA,NA,24.6,9.5,"TL",NA,NA,90102,5.4,"SL",NA,NA,37816,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",1602,"no special ability",NA,NA,-1,"Inhabits outer intertidal reef flats and shallow lagoon reefs exposed to wave action. Solitary and cryptic (Ref 90102).",NA,0.501,0,14,"1992-06-12T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",113,"1997-01-06T00:00:00.000Z",NA,5813
"440","Sebastapistes strongia","Sebastapistes","strongia",1602,"(Cuvier, 1829)","Barchin scorpionfish","Sestr_ud.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,0,37,90102,0,3,90102,NA,NA,NA,NA,24.6,9.5,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"SESTR_U0",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",2334,"no special ability",NA,NA,-1,"Common in areas with mixed sand and rubble in reef flats, shallow lagoons and channels. Feeds on small fishes and crustaceans (Ref. 89972). A nocturnal species. Solitary and cryptic (Ref 90102).",NA,0.501,0,14,"1992-06-12T00:00:00.000Z",2291,"2014-10-10T00:00:00.000Z",14,"1994-08-31T00:00:00.000Z",NA,5814
"441","Sebastapistes tinkhami","Sebastapistes","tinkhami",4313,"(Fowler, 1946)","Darkspotted scorpionfish","Setin_u4.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,1,30,89972,NA,NA,NA,NA,NA,NA,NA,25.03,10,"TL",NA,NA,89972,NA,NA,NA,NA,NA,NA,NA,NA,"SETIN_U0",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Rare species.  Inhabits deeper reefs. Solitary and cryptic, also found in seaward reefs, mainly at oceanic islands (Ref 90102).",NA,0.501,0,113,"1996-03-06T00:00:00.000Z",2291,"2014-10-10T00:00:00.000Z",NA,NA,NA,16869
"442","Sebastes aleutianus","Sebastes","aleutianus",2850,"(Jordan & Evermann, 1898)","Rougheye rockfish","Seale_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,25,900,50610,NA,NA,NA,205,55701,NA,NA,74.48,97,"TL",NA,NA,9015,NA,NA,NA,NA,NA,900,NA,40637,NA,NA,NA,NA,2850,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Usually found offshore (Ref. 27437).  Viviparous (Ref. 34817).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2013-02-20T00:00:00.000Z",113,"1996-09-03T00:00:00.000Z",NA,3949
"443","Sebastes dallii","Sebastes","dallii",2850,"(Eigenmann & Beeson, 1894)","Calico rockfish","Sedal_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,18,256,2850,NA,NA,NA,12,39247,NA,NA,35.42,25,"TL",NA,NA,9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",4690,"no special ability",NA,NA,-1,"Adults occur on or near soft bottom (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2001-07-12T00:00:00.000Z",10,"1994-07-06T00:00:00.000Z",NA,3963
"444","Sebastes diploproa","Sebastes","diploproa",2850,"(Gilbert, 1890)","Splitnose rockfish","Sedip_u1.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,0,800,6793,91,579,2850,86,56049,NA,NA,65.67,46,"TL",NA,NA,4925,NA,NA,NA,NA,NA,810,NA,40637,NA,NA,NA,NA,27436,"minor commercial","medium","Questionable: based on ex-vessel price for species in this genus","Utilized as a food fish.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Common offshore, on soft bottoms (Ref. 2850).  Young occur in shallow water, often at surface under drifting kelp (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715, 34817).  The biggest individuals are sometimes found in markets where the flesh is sold as rockfish fillet (Ref. 27436).  Rarely caught by anglers (Ref. 27436).)",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2006-09-20T00:00:00.000Z",113,"1996-09-09T00:00:00.000Z",NA,3964
"445","Sebastes elongatus","Sebastes","elongatus",27436,"Ayres, 1859","Greenstriped rockfish","Seelo_u2.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,25,425,6793,91,366,6885,54,55701,NA,NA,63.41,39,"TL",NA,NA,27437,NA,NA,NA,NA,NA,630,NA,40637,NA,NA,NA,NA,27436,"commercial","medium","Questionable: based on ex-vessel price for species in this genus","Various uses.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"usually",2850,"public aquariums",NA,27436,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A common inhabitant of both inshore and offshore areas (Ref. 2850, 6885).  Found on rocky as well as soft bottoms (Ref. 2850).  Viviparous (Ref. 34817).  Only the largest individuals are filleted for human consumption, smaller ones are processed into fishmeal or used as animal feed (Ref. 27436).  The flesh has a delicious flavor and appealing texture (Ref. 27436).  Rarely caught by sports anglers, but an excellent bait for large lingcod (Ref. 27436).  Rare appearances in public aquariums (Ref. 27436).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2013-03-01T00:00:00.000Z",113,"1996-09-09T00:00:00.000Z",NA,3965
"446","Sebastes goodei","Sebastes","goodei",2850,"(Eigenmann & Eigenmann, 1890)","Chilipepper rockfish","Segoo_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,-1,-1,"demersal",NA,NA,0,425,6793,NA,NA,NA,35,56049,NA,NA,51.9,56,"TL",NA,NA,2850,NA,NA,NA,NA,NA,1540,NA,40637,NA,NA,NA,NA,2850,"commercial","low","Reliable: based on ex-vessel price for this species",NA,NA,"California, USA.","trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9988,"harmless",NA,"no special ability",NA,NA,-1,"Adults frequent deep rocky reefs as well as sand and mud bottoms; young are pelagic (Ref. 36715) and occur in shallower waters (Ref. 2850).  Feed on euphausiids (Ref. 6885), krill, small squids and fishes (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  Marketed fresh and frozen; eaten fried, boiled, microwaved and baked (Ref. 9988).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",113,"1996-09-09T00:00:00.000Z",NA,3971
"447","Sebastes inermis","Sebastes","inermis",559,"Cuvier, 1829",NA,"Seine_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal","oceanodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.54,35.9,"TL",NA,NA,96735,NA,NA,NA,NA,NA,800,NA,40637,NA,NA,NA,NA,9137,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"seines",NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,9137,"never/rarely",NA,"never/rarely",NA,NA,-1,9137,"harmless",NA,"no special ability",NA,NA,-1,"Juveniles associate with drifting seaweed.  Plankton feeder (Ref. 12114, 12115).  Viviparous (Ref. 34817).",NA,0.5,0,2,"1991-07-31T00:00:00.000Z",65,"2017-08-02T00:00:00.000Z",NA,NA,NA,4586
"448","Sebastes jordani","Sebastes","jordani",2850,"(Gilbert, 1896)","Shortbelly rockfish","Sejor_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,350,6793,NA,NA,NA,31,39247,NA,NA,43.13,32,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,11007,"harmless",NA,"no special ability",NA,NA,-1,"Found in a wide range of habitats, sometimes in large schools well offshore and off bottom (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Adults feed on planktonic animals, mainly krill (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  A very important prey species for predatory fishes and marine mammals (Ref. 2850).  Not marketed due to its small size (Ref. 2850).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2015-06-09T00:00:00.000Z",113,"1996-09-09T00:00:00.000Z",NA,3974
"449","Sebastes levis","Sebastes","levis",2850,"(Eigenmann & Eigenmann, 1889)","Cowcod","Selev_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,20,500,49962,90,300,49962,55,49962,NA,NA,69.59,100,"FL",NA,NA,49962,NA,NA,NA,NA,NA,13000,NA,2850,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4563,"harmless",NA,"no special ability",NA,NA,-1,"Found on the bottom at moderate depths, to 366 m (Ref. 2850).  Juveniles are pelagic (Ref. 36715), over fine sand and clay, whereas adults (>44 cm TL) inhabit rocky areas at 90-300 m (Ref. 49962).  Viviparous, with planktonic larvae (Ref. 36715).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",3,"2004-09-26T00:00:00.000Z",10,"1994-07-08T00:00:00.000Z",NA,3976
"450","Sebastes macdonaldi","Sebastes","macdonaldi",2850,"(Eigenmann & Beeson, 1893)","Mexican rockfish","Semac_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,91,350,9341,NA,NA,NA,NA,NA,NA,NA,68.13,66,"TL",NA,NA,2850,NA,NA,NA,NA,NA,2720,NA,40637,"SEMAC_U0",NA,NA,NA,9341,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,0,0,0,0,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9341,"harmless",NA,"no special ability",NA,NA,-1,"Juveniles up to 6 cm SL are pelagic (Ref. 9341).  An important game fish (Ref. 9341).  Viviparous, with planktonic larvae (Ref. 36715).  Marketed whole or as fillet (Ref. 9341).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",1,"2001-11-14T00:00:00.000Z",10,"1994-07-08T00:00:00.000Z",NA,3977
"451","Sebastes melanostomus","Sebastes","melanostomus",2850,"(Eigenmann & Eigenmann, 1890)","Blackgill rockfish","Semel_u5.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,124,769,27437,NA,NA,NA,90,52679,NA,NA,70.41,61,"TL",NA,NA,2850,NA,NA,NA,NA,NA,3530,NA,40637,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,-1,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on soft bottom in deep water, but young in shallower areas (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2006-09-20T00:00:00.000Z",10,"1994-07-08T00:00:00.000Z",NA,3981
"452","Sebastes miniatus","Sebastes","miniatus",2850,"(Jordan & Gilbert, 1880)","Vermilion rockfish","Semin_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,15,274,27437,183,274,27437,60,56049,NA,NA,63.13,91,"TL",NA,NA,27436,NA,NA,NA,NA,NA,6800,NA,2850,NA,NA,NA,NA,27436,"minor commercial","medium","Questionable: based on ex-vessel price for species in this genus","Utilized as a food fish.",NA,"California","trawls",NA,0,0,0,0,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,-1,4699,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit shallow to deep rocky reefs, less common on deep ones (Ref. 2850).  Young inhabit shallow water (Ref. 2850).  Viviparous (Ref. 34817).  Sold as fillets together with other rockfish (Ref. 27436).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2006-09-20T00:00:00.000Z",113,"1996-09-10T00:00:00.000Z",NA,3982
"453","Sebastes mystinus","Sebastes","mystinus",2850,"(Jordan & Gilbert, 1881)","Blue rockfish","Semys_u2.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,0,550,6885,183,550,6885,44,39247,NA,NA,56.48,61,"TL",NA,NA,40637,NA,NA,NA,NA,NA,3790,NA,40637,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"seines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,-1,4699,"harmless",NA,"no special ability",NA,NA,-1,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",1,"2002-03-10T00:00:00.000Z",113,"1996-09-10T00:00:00.000Z",NA,3983
"454","Sebastes paucispinis","Sebastes","paucispinis",2850,"Ayres, 1854","Bocaccio rockfish","Sepau_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,0,476,27437,NA,NA,NA,50,75794,NA,NA,62.81,91,"TL",NA,NA,2850,NA,NA,NA,NA,NA,9630,NA,4690,NA,NA,NA,NA,27436,"minor commercial","low","Reliable: based on ex-vessel price for this species","Utilized as a food fish.",NA,"southern California, USA","trawls",NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,-1,4699,"venomous",4690,"no special ability",NA,NA,-1,"Adults found over rocky reefs, but also common on open bottoms to about 320 m (Ref. 2850).  Juveniles are pelagic and settle in near shore nursery areas, then move to deeper habitats (Ref. 36715).  Young form schools (Ref. 2850).  Feed mainly on fishes, including other rockfishes (Ref. 2850).  Ovoviviparous, with planktonic larvae (Ref. 36715, 6885, 34817). Validated age by radiometry is 37 yrs (Ref. 75794).  A famous sport fish throughout its range (Ref. 2850).  Flesh is of excellent quality when kept chilled (Ref. 27436).  Sold with other rockfish species (Ref. 27436).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",113,"1996-09-18T00:00:00.000Z",NA,3987
"455","Sebastes pinniger","Sebastes","pinniger",2850,"(Gill, 1864)","Canary rockfish","Sepin_u2.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,838,55644,90,270,36715,84,39247,NA,NA,62.13,76,"FL",NA,NA,3496,NA,NA,NA,NA,NA,4530,NA,4699,NA,NA,NA,NA,27436,"commercial","low","Reliable: based on ex-vessel price for this species","Utilized as a food fish.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,-1,4699,"venomous",4690,"no special ability",NA,NA,-1,"Adults hover in loose groups above rocky bottoms (Ref. 27436).  Pelagic juveniles are found in shallower water (Ref. 27436).  Feed on small fishes and krill (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715).  Validated age by radiometry is 44 yrs (Ref. 49687).  Flesh is of good quality (Ref. 27436).  Sold as fillets (Ref. 27436).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",303,"2011-03-15T00:00:00.000Z",113,"1996-09-18T00:00:00.000Z",NA,3989
"456","Sebastes ruberrimus","Sebastes","ruberrimus",2850,"(Cramer, 1895)","Yelloweye rockfish","Serub_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,15,549,27437,NA,NA,NA,118,39247,NA,NA,73.46,104,"TL",NA,NA,40637,NA,NA,NA,NA,NA,17820,NA,40637,NA,NA,NA,NA,27436,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,"southeast Alaska","hooks and lines","unspecified longlines (LL)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums",NA,27436,-1,4699,"harmless",NA,"no special ability",NA,NA,-1,"Occur in rocky reefs and boulder fields (Ref. 27437), the young found in shallower regions (Ref. 27436).  Feed on fishes and crustaceans (Ref. 28499).  Viviparous (Ref. 34817).  Sold as fillets (Ref. 6885).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",1,"2005-12-21T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,3996
"457","Sebastes saxicola","Sebastes","saxicola",2850,"(Gilbert, 1890)","Stripetail rockfish","Sesax_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,9,547,27437,183,NA,6885,38,39277,NA,NA,65.32,38,"TL",NA,NA,5483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA," ",NA," "," ",0,0,0,0,0,-1,0,0,-1,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,-1,11007,"venomous",57406,"no special ability",NA,NA,-1,"Mostly found in offshore water on soft bottoms (Ref. 2850).  Ovoviviparous (Ref. 6885).  Anterolateral glandular grooves with venom gland (Ref. 57406).  Commonly caught with trawls but usually discarded because of its small size (Ref. 2850).  Rarely taken on baited hook in deep water (Ref. 2850).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",1790,"2015-06-09T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,4000
"458","Sebastes schlegelii","Sebastes","schlegelii",559,"Hilgendorf, 1880","Korean rockfish","Sesch_u0.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,3,100,58496,NA,NA,NA,20,56557,NA,NA,67.89,65,"TL",NA,NA,56557,NA,NA,NA,NA,NA,3140,NA,40637,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA," ",NA," "," ",0,-1,0,0,0,0,0,0,-1,0,"commercial"," ",9137,"never/rarely",NA,"potential"," ",5474,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found near shore, on rock bottoms (Ref. 11230).  Juveniles associate with drifting seaweed (Ref. 12114, 12115).  Ovoviviparous (Ref. 205).  Commercially cultured in Japan.  The species can be easily reared in aquaria (Ref. 5474).",NA,0.5,0,18,"1992-11-16T00:00:00.000Z",65,"2013-07-18T00:00:00.000Z",NA,NA,NA,6534
"459","Sebastes semicinctus","Sebastes","semicinctus",2850,"(Gilbert, 1897)","Halfbanded rockfish","Sesem_u1.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,58,402,2850,NA,NA,NA,15,56049,NA,NA,30.65,25,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Common offshore water on flat bottom (Ref. 2850).  Viviparous (Ref. 34817).",NA,0.5,0,1,"1991-05-01T00:00:00.000Z",2,"2015-06-09T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,4001
"460","Sebastes thompsoni","Sebastes","thompsoni",9137,"(Jordan & Hubbs, 1925)",NA,"Setho_u1.jpg",NA,NA,NA,573,"Sebastinae",2902,NA,NA,"O",NA,NA,0,0,0,-1,"demersal","oceanodromous",51243,40,150,11230,NA,NA,NA,NA,NA,NA,NA,54.74,30,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9137,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,-1,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Juveniles associate with drifting seaweed (Ref. 12114, 12115).  Viviparous (Ref. 34817).",NA,0.5,0,10,"1995-05-09T00:00:00.000Z",2,"2003-09-08T00:00:00.000Z",NA,NA,NA,13052
"461","Sebastiscus albofasciatus","Sebastiscus","albofasciatus",11230,"(Lacepède, 1802)",NA,"Sealb_u3.jpg",NA,NA,NA,573,"Sebastinae",8807,NA,"fusiform / normal","o",NA,NA,0,0,0,-1,"demersal",NA,NA,30,200,11230,NA,NA,NA,NA,NA,NA,NA,36.96,25,"TL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit rocky bottoms.  Viviparous (Ref. 34817).",NA,0.625,0,113,"1996-06-21T00:00:00.000Z",2,"2001-03-08T00:00:00.000Z",NA,NA,NA,23868
